StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ic,att_1,att_2,Present_Auto_10,Present_HandsOff_10,Present_Watch_10,Present_Nap_10,Faded_Auto_10,Faded_HandsOff_10,Faded_Watch_10,Faded_Nap_10,AI_Familiarity_1,Visual_Familiarity_1,license,gender,gender_4_TEXT,age,education,education_8_TEXT,income,workerID,hitID,assignmentId,Present_TimeVehicleStopped,Faded_TimeVehicleStopped
6/17/24 9:47,6/17/24 9:50,0,100,197,1,6/17/24 9:50,R_6LdOD1lM3wNaNCT,anonymous,EN,1,2,2,67,46,39,26,,,,,77,35,1,2,,61,5,,12,,,,18.29,
6/17/24 9:47,6/17/24 9:50,0,100,216,1,6/17/24 9:50,R_5o5EYEAc60fbnWh,anonymous,EN,1,2,2,,,,,50,50,50,10,70,0,2,2,,44,2,,15,,,,,
6/17/24 9:48,6/17/24 9:50,0,100,128,1,6/17/24 9:50,R_5ki9aZXuDeKSbgV,anonymous,EN,1,2,2,,,,,59,40,28,17,71,34,2,1,,22,4,,14,,,,17.67,
6/17/24 9:47,6/17/24 9:50,0,100,172,1,6/17/24 9:50,R_3KZSYgDVQGWLsjA,anonymous,EN,1,2,2,0,0,0,0,,,,,71,62,1,2,,58,4,,14,,,,17.28,
6/17/24 9:48,6/17/24 9:51,0,100,163,1,6/17/24 9:51,R_1QDLdlcBPIp1MRb,anonymous,EN,1,2,2,10,0,5,0,,,,,45,43,1,1,,38,4,,11,,,,18.11,
6/17/24 9:48,6/17/24 9:51,0,100,182,1,6/17/24 9:51,R_5SIZJf17aNcq9RD,anonymous,EN,1,2,2,0,0,0,0,,,,,70,50,1,2,,52,4,,12,,,,8.77,
6/17/24 9:49,6/17/24 9:51,0,100,143,1,6/17/24 9:51,R_5dfuQLgGtQbrXgJ,anonymous,EN,1,2,2,91,97,100,91,,,,,69,27,1,1,,45,5,,11,,,,18.27,
6/17/24 9:45,6/17/24 9:51,0,100,383,1,6/17/24 9:51,R_5rqTLScuugjenY7,anonymous,EN,1,2,2,34,29,62,9,,,,,41,18,1,2,,39,4,,14,,,,17.33,
6/17/24 9:50,6/17/24 9:51,0,100,88,1,6/17/24 9:51,R_7gLvNMRp3V8qLy8,anonymous,EN,1,2,2,74,60,24,16,,,,,54,42,1,1,,52,3,,11,,,,8.67,
6/17/24 9:47,6/17/24 9:52,0,100,283,1,6/17/24 9:52,R_7CVkGi7AFTGfzLr,anonymous,EN,1,2,2,,,,,20,0,0,0,50,25,1,2,,42,8,Associates Degree,14,,,,17.29,
6/17/24 9:48,6/17/24 9:52,0,100,230,1,6/17/24 9:52,R_1dhvVK0Y9r50atU,anonymous,EN,1,2,2,,,,,39,41,29,67,45,49,1,2,,25,4,,12,,,,15.34,
6/17/24 9:49,6/17/24 9:52,0,100,186,1,6/17/24 9:52,R_3hEhtSFI4CMCiZC,anonymous,EN,1,2,2,0,0,0,0,,,,,50,30,1,1,,62,1,,14,,,,9.55,
6/17/24 9:50,6/17/24 9:52,0,100,126,1,6/17/24 9:52,R_1dy927pDx5xSwR3,anonymous,EN,1,2,2,10,5,0,0,,,,,70,65,1,2,,23,4,,13,,,,16.79,
6/17/24 9:50,6/17/24 9:52,0,100,134,1,6/17/24 9:52,R_58SNh20Q0Y7oVSR,anonymous,EN,1,2,2,,,,,0,0,0,0,100,81,1,2,,65,4,,10,,,,8.99,
6/17/24 9:50,6/17/24 9:52,0,100,138,1,6/17/24 9:52,R_6MPXR3U82b9VB8X,anonymous,EN,1,2,2,30,20,0,0,,,,,90,60,1,1,,55,1,,15,,,,16.76,
6/17/24 9:44,6/17/24 9:52,0,100,483,1,6/17/24 9:52,R_7bH99H8Nhn8FMAE,anonymous,EN,1,2,2,60,70,91,0,,,,,85,70,2,2,,58,4,,14,,,,16.82,
6/17/24 9:49,6/17/24 9:52,0,100,210,1,6/17/24 9:52,R_6pgVH3ass6SQNKy,anonymous,EN,1,2,2,,,,,50,91,50,19,91,92,1,1,,45,2,,11,,,,18.5,
6/17/24 9:49,6/17/24 9:53,0,100,199,1,6/17/24 9:53,R_1ovDS7tgBFPpFUk,anonymous,EN,1,2,2,,,,,10,10,5,0,95,72,1,1,,61,4,,13,,,,8.59,
6/17/24 9:50,6/17/24 9:53,0,100,163,1,6/17/24 9:53,R_1uNSMVrYYZzB21X,anonymous,EN,1,2,2,,,,,100,100,75,25,98,70,1,1,,64,4,,11,,,,17.74,
6/17/24 9:48,6/17/24 9:53,0,100,267,1,6/17/24 9:53,R_3DiX596CPf5xw7T,anonymous,EN,1,2,2,,,,,85,70,80,0,95,80,1,1,,51,3,,12,,,,19.32,
6/17/24 9:51,6/17/24 9:53,0,100,135,1,6/17/24 9:53,R_564q26wzr0Yu5NF,anonymous,EN,1,2,2,60,67,61,43,,,,,87,75,1,1,,29,4,,11,,,,18.59,
6/17/24 9:50,6/17/24 9:53,0,100,169,1,6/17/24 9:53,R_3agKqFF3RzVXZGB,anonymous,EN,1,2,2,75,50,75,0,,,,,60,50,1,2,,42,4,,13,,,,17.9,
6/17/24 9:49,6/17/24 9:53,0,100,273,1,6/17/24 9:53,R_3XCW5loWZK2jSrD,anonymous,EN,1,2,2,96,96,18,11,,,,,95,70,1,1,,23,3,,12,,,,17.32,
6/17/24 9:49,6/17/24 9:53,0,100,290,1,6/17/24 9:53,R_3B38EMt0XifZrfO,anonymous,EN,1,2,2,10,10,30,10,,,,,80,70,1,2,,63,3,,12,,,,18.59,
6/17/24 9:50,6/17/24 9:54,0,100,209,1,6/17/24 9:54,R_6GI9gpg7joYhbvm,anonymous,EN,1,2,2,90,100,20,20,,,,,90,80,1,1,,57,4,,11,,,,17.23,
6/17/24 9:50,6/17/24 9:54,0,100,244,1,6/17/24 9:54,R_7stePG2KMTvDax4,anonymous,EN,1,2,2,42,31,8,0,,,,,100,91,1,2,,50,6,,13,,,,16.69,
6/17/24 9:51,6/17/24 9:54,0,100,177,1,6/17/24 9:54,R_2YV4R6WaT17oBrz,anonymous,EN,1,2,2,,,,,60,60,0,0,72,73,1,1,,57,4,,11,,,,16.93,
6/17/24 9:50,6/17/24 9:54,0,100,229,1,6/17/24 9:54,R_7rDvwC3t1qF6pED,anonymous,EN,1,2,2,,,,,12,40,36,9,81,64,1,1,,50,4,,11,,,,17.98,
6/17/24 9:52,6/17/24 9:54,0,100,125,1,6/17/24 9:54,R_30vPy4jqOJ1jlMW,anonymous,EN,1,2,2,0,0,0,0,,,,,91,80,1,1,,59,4,,12,,,,4,
6/17/24 9:51,6/17/24 9:54,0,100,176,1,6/17/24 9:54,R_7ir8i1yuyWLmcaf,anonymous,EN,1,2,2,86,86,51,0,,,,,60,85,1,2,,56,2,,11,,,,19.15,
6/17/24 9:48,6/17/24 9:54,0,100,344,1,6/17/24 9:54,R_7pyQtQaNSDGgIMn,anonymous,EN,1,2,2,0,30,20,0,,,,,60,1,1,2,,67,5,,10,,,,9.56,
6/17/24 9:51,6/17/24 9:54,0,100,206,1,6/17/24 9:54,R_51w5DjwApQB4A8x,anonymous,EN,1,2,1,91,20,62,2,,,,,80,61,1,2,,48,4,,10,,,,10.92,
6/17/24 9:51,6/17/24 9:54,0,100,199,1,6/17/24 9:54,R_5vdf3fFXwYWpcRI,anonymous,EN,1,2,2,,,,,12,13,20,0,66,13,1,2,,20,3,,13,,,,7.73,
6/17/24 9:41,6/17/24 9:54,0,100,794,1,6/17/24 9:54,R_7nrt9BW01dI2sjT,anonymous,EN,1,2,2,,,,,70,35,0,0,55,55,1,1,,37,4,,11,,,,17.58,
6/17/24 9:52,6/17/24 9:54,0,100,155,1,6/17/24 9:54,R_3CkQfWk8fYFB42o,anonymous,EN,1,2,2,,,,,60,59,18,0,70,43,1,1,,47,4,,11,,,,18.47,
6/17/24 9:52,6/17/24 9:55,0,100,169,1,6/17/24 9:55,R_3IWdiK5u1gSh9C5,anonymous,EN,1,2,2,,,,,0,0,0,0,74,0,1,2,,58,1,,9,,,,0.92,
6/17/24 9:52,6/17/24 9:55,0,100,174,1,6/17/24 9:55,R_5QLdDiEX7J5Rloy,anonymous,EN,1,2,2,80,60,20,40,,,,,82,75,1,1,,50,3,,13,,,,17.64,
6/17/24 9:50,6/17/24 9:55,0,100,266,1,6/17/24 9:55,R_74o8YhoWpZaKvZp,anonymous,EN,1,2,2,,,,,82,12,25,73,56,81,1,1,,27,4,,10,,,,,
6/17/24 9:43,6/17/24 9:55,0,100,722,1,6/17/24 9:55,R_7CwdHiBfLPL41KG,anonymous,EN,1,2,2,,,,,80,70,70,55,80,75,1,2,,73,1,,14,,,,18.22,
6/17/24 9:50,6/17/24 9:55,0,100,297,1,6/17/24 9:55,R_3I9KhyQO8v74DRw,anonymous,EN,1,2,2,,,,,20,10,0,0,75,60,1,4,Non-Binary,56,8,Associate's Degree (2 year),15,,,,17.67,
6/17/24 9:52,6/17/24 9:55,0,100,209,1,6/17/24 9:55,R_24vgNTZIb6ZYCOZ,anonymous,EN,1,2,2,40,29,10,2,,,,,13,0,1,1,,53,4,,10,,,,,
6/17/24 9:51,6/17/24 9:55,0,100,243,1,6/17/24 9:55,R_5K6ZZqDBbc8lbxe,anonymous,EN,1,2,2,,,,,0,0,0,0,85,70,1,2,,36,4,,12,,,,10.91,
6/17/24 9:52,6/17/24 9:56,0,100,244,1,6/17/24 9:56,R_5qgwcxlJqfFMcvM,anonymous,EN,1,2,2,,,,,64,50,64,34,55,43,1,2,,59,4,,14,,,,19.07,
6/17/24 9:54,6/17/24 9:56,0,100,115,1,6/17/24 9:56,R_6z5D8i1Mb6kEGJ3,anonymous,EN,1,2,2,18,29,9,0,,,,,65,54,2,1,,49,4,,11,,,,9.21,
6/17/24 9:49,6/17/24 9:56,0,100,411,1,6/17/24 9:56,R_7zAVQW3EackOs3w,anonymous,EN,1,2,2,,,,,85,98,65,0,57,0,1,1,,47,3,,13,,,,17.55,
6/17/24 9:37,6/17/24 9:56,0,100,1143,1,6/17/24 9:56,R_75TKNeXULMFGnaW,anonymous,EN,1,2,2,,,,,40,70,6,93,57,10,1,2,,35,2,,14,,,,9.68,
6/17/24 9:53,6/17/24 9:56,0,100,178,1,6/17/24 9:56,R_5GlU9g42v8PiqDX,anonymous,EN,1,2,2,,,,,10,10,0,0,30,0,1,2,,60,4,,9,,,,8.36,
6/17/24 9:53,6/17/24 9:56,0,100,199,1,6/17/24 9:56,R_7yxtgo8Oy3STePT,anonymous,EN,1,2,2,0,0,0,0,,,,,70,62,1,2,,70,4,,11,,,,19.32,
6/17/24 9:52,6/17/24 9:56,0,100,218,1,6/17/24 9:56,R_10Ng4NY9LjXHly8,anonymous,EN,1,2,2,,,,,30,20,0,10,90,90,1,1,,72,5,,11,,,,,
6/17/24 9:53,6/17/24 9:56,0,100,163,1,6/17/24 9:56,R_6rG5pwFgJAwWFWw,anonymous,EN,1,2,2,0,0,0,0,,,,,84,52,1,2,,66,4,,10,,,,0.77,
6/17/24 9:54,6/17/24 9:56,0,100,104,1,6/17/24 9:56,R_637qY7FPfvFzLpu,anonymous,EN,1,2,2,,,,,10,19,7,0,21,1,1,2,,18,3,,10,,,,9.15,
6/17/24 9:53,6/17/24 9:57,0,100,248,1,6/17/24 9:57,R_72l6Jm9JLxi3bFY,anonymous,EN,1,2,2,18,30,29,19,,,,,64,60,1,1,,73,5,,9,,,,8.89,
6/17/24 9:53,6/17/24 9:57,0,100,224,1,6/17/24 9:57,R_14zO1NYAYzIkJfK,anonymous,EN,1,2,2,,,,,5,9,0,0,72,0,1,1,,61,7,,10,,,,19.26,
6/17/24 9:54,6/17/24 9:57,0,100,205,1,6/17/24 9:57,R_5Ne7TEwQCBGvccE,anonymous,EN,1,2,2,95,85,25,5,,,,,75,27,1,1,,74,4,,11,,,,18.74,
6/17/24 9:54,6/17/24 9:57,0,100,197,1,6/17/24 9:57,R_7uEt9BAXyFDL7w4,anonymous,EN,1,2,2,,,,,0,20,0,0,92,50,1,2,,51,5,,9,,,,9.18,
6/17/24 9:55,6/17/24 9:57,0,100,167,1,6/17/24 9:57,R_7AFN1nhljUSz2xh,anonymous,EN,1,2,2,60,62,0,0,,,,,82,18,1,2,,72,1,,13,,,,18.49,
6/17/24 9:53,6/17/24 9:57,0,100,286,1,6/17/24 9:57,R_1LjtD0NvD05xBTE,anonymous,EN,1,2,2,,,,,81,90,70,33,84,73,1,2,,47,4,,9,,,,17.93,
6/17/24 9:54,6/17/24 9:58,0,100,186,1,6/17/24 9:58,R_3DYDEnhD4vkM3IM,anonymous,EN,1,2,2,,,,,60,48,35,0,59,9,1,1,,52,5,,11,,,,17.66,
6/17/24 9:56,6/17/24 9:58,0,100,111,1,6/17/24 9:58,R_1K1XhuClJSNHFpD,anonymous,EN,1,2,2,42,29,25,0,,,,,45,35,1,2,,22,1,,12,,,,11.88,
6/17/24 9:54,6/17/24 9:58,0,100,241,1,6/17/24 9:58,R_1ueqSfZ3qTPfNwR,anonymous,EN,1,2,2,,,,,51,40,40,25,80,40,1,1,,64,6,,9,,,,10.37,
6/17/24 9:57,6/17/24 9:58,0,100,75,1,6/17/24 9:58,R_6CQBhJAGdLkmzp7,anonymous,EN,1,2,2,,,,,35,30,33,1,62,3,1,1,,45,7,,10,,,,1.5,
6/17/24 9:54,6/17/24 9:58,0,100,223,1,6/17/24 9:58,R_1Rq3WQhTO4XT74a,anonymous,EN,1,2,2,0,0,0,0,,,,,60,15,1,1,,51,5,,11,,,,16.78,
6/17/24 9:54,6/17/24 9:58,0,100,222,1,6/17/24 9:58,R_5DvvvFoHhdHognV,anonymous,EN,1,2,2,,,,,75,67,69,22,88,23,1,1,,63,5,,11,,,,17.53,
6/17/24 9:56,6/17/24 9:58,0,100,126,1,6/17/24 9:58,R_1rk4qRx5gaDtdn3,anonymous,EN,1,2,2,,,,,18,12,1,1,50,70,1,2,,35,4,,12,,,,7.04,
6/17/24 9:55,6/17/24 9:58,0,100,181,1,6/17/24 9:58,R_7tv73kN1qMrsfmN,anonymous,EN,1,2,2,,,,,0,0,0,0,80,50,1,2,,58,4,,14,,,,17.22,
6/17/24 9:55,6/17/24 9:58,0,100,230,1,6/17/24 9:58,R_7ZJ5TYP8ghnMDWp,anonymous,EN,1,2,2,25,10,8,0,,,,,77,62,2,2,,19,3,,12,,,,17.14,
6/17/24 9:55,6/17/24 9:59,0,100,219,1,6/17/24 9:59,R_3KNZ7jdjUwt1AMp,anonymous,EN,1,2,2,0,0,0,0,,,,,23,22,1,2,,72,4,,14,,,,17.42,
6/17/24 9:56,6/17/24 9:59,0,100,210,1,6/17/24 9:59,R_39FZBZcbKV0q4qB,anonymous,EN,1,2,2,50,22,30,0,,,,,42,3,1,2,,65,4,,12,,,,19.32,
6/17/24 9:57,6/17/24 9:59,0,100,107,1,6/17/24 9:59,R_5Yuj6EJV53QX91i,anonymous,EN,1,2,2,33,27,33,21,,,,,54,37,1,2,,38,7,,11,,,,9.91,
6/17/24 9:57,6/17/24 9:59,0,100,131,1,6/17/24 9:59,R_3bv2sl0qFjd2UNP,anonymous,EN,1,2,2,70,75,70,70,,,,,61,3,1,1,,37,7,,12,,,,19.32,
6/17/24 9:55,6/17/24 9:59,0,100,270,1,6/17/24 9:59,R_3j6s058ukWwcCYv,anonymous,EN,1,2,2,,,,,40,50,10,10,89,1,1,2,,56,2,,12,,,,7.34,
6/17/24 9:57,6/17/24 9:59,0,100,166,1,6/17/24 9:59,R_3YxqpJuixUSe6eJ,anonymous,EN,1,2,2,50,49,0,0,,,,,70,20,1,1,,66,4,,13,,,,9.69,
6/17/24 9:43,6/17/24 9:59,0,100,981,1,6/17/24 9:59,R_6dEPgQeUkbrriEL,anonymous,EN,1,2,2,,,,,78,79,79,81,83,60,1,2,,59,4,,10,,,,19.32,
6/17/24 9:57,6/17/24 10:00,0,100,179,1,6/17/24 10:00,R_5OPve9L4EzL49uW,anonymous,EN,1,2,2,100,100,100,89,,,,,71,13,1,2,,60,3,,13,,,,18.78,
6/17/24 9:56,6/17/24 10:00,0,100,257,1,6/17/24 10:00,R_7zGz9IYbfMbybQs,anonymous,EN,1,2,1,,,,,50,50,10,0,70,60,1,2,,65,3,,11,,,,9.84,
6/17/24 9:55,6/17/24 10:00,0,100,280,1,6/17/24 10:00,R_7mKkJm1sZ13nH9A,anonymous,EN,1,2,2,50,50,49,51,,,,,81,81,2,2,,22,4,,9,,,,19.3,
6/17/24 9:58,6/17/24 10:00,0,100,159,1,6/17/24 10:00,R_6mJyoDlHfoxOgCw,anonymous,EN,1,2,2,0,9,10,9,,,,,63,50,1,3,,54,4,,10,,,,17.8,
6/17/24 9:58,6/17/24 10:00,0,100,176,1,6/17/24 10:00,R_3D5UEOE8JbNoR6T,anonymous,EN,1,2,2,,,,,70,79,0,0,90,86,1,1,,46,5,,10,,,,17.25,
6/17/24 9:59,6/17/24 10:01,0,100,89,1,6/17/24 10:01,R_61p6wGzTXTDNngd,anonymous,EN,1,2,2,,,,,36,67,18,7,46,14,1,2,,24,4,,13,,,,10.35,
6/17/24 9:59,6/17/24 10:01,0,100,137,1,6/17/24 10:01,R_3QfIDey0A5FQwvb,anonymous,EN,1,2,2,75,75,0,0,,,,,10,10,1,1,,66,2,,11,,,,17.12,
6/17/24 9:56,6/17/24 10:01,0,100,276,1,6/17/24 10:01,R_3ardozbLUx7PjtS,anonymous,EN,1,2,2,,,,,73,83,27,81,50,41,1,1,,57,4,,14,,,,17.54,
6/17/24 10:00,6/17/24 10:01,0,100,96,1,6/17/24 10:01,R_7LhDffKL1Zt9R3u,anonymous,EN,1,2,2,0,0,0,0,,,,,81,20,1,1,,47,4,,13,,,,10.7,
6/17/24 9:59,6/17/24 10:01,0,100,138,1,6/17/24 10:01,R_340qfSNNgNBGc0v,anonymous,EN,1,2,2,,,,,27,27,5,0,64,59,1,2,,20,3,,10,,,,17.07,
6/17/24 9:57,6/17/24 10:01,0,100,281,1,6/17/24 10:01,R_81z8cHAx0mIspcL,anonymous,EN,1,2,2,,,,,9,20,0,0,60,30,1,1,,64,4,,11,,,,15.85,
6/17/24 9:59,6/17/24 10:02,0,100,165,1,6/17/24 10:02,R_7A7r33PYzJQxHLH,anonymous,EN,1,2,1,,,,,69,69,66,33,69,33,1,1,,57,3,,10,,,,18.66,
6/17/24 9:56,6/17/24 10:02,0,100,313,1,6/17/24 10:02,R_3hSTAs4Od9Js2UN,anonymous,EN,1,2,2,91,88,36,3,,,,,92,17,1,2,,56,4,,13,,,,17.72,
6/17/24 10:00,6/17/24 10:02,0,100,92,1,6/17/24 10:02,R_5KMBMargbsfXy8G,anonymous,EN,1,2,2,28,27,37,27,,,,,42,26,1,1,,46,5,,10,,,,9.61,
6/17/24 9:54,6/17/24 10:02,0,100,448,1,6/17/24 10:02,R_8e92JINxNi2Wqxm,anonymous,EN,1,2,2,96,70,28,9,,,,,76,5,1,1,,47,4,,12,,,,3.9,
6/17/24 9:58,6/17/24 10:02,0,100,246,1,6/17/24 10:02,R_7M5RX43XoKrmCU1,anonymous,EN,1,2,1,,,,,30,10,10,0,95,75,1,2,,40,3,,10,,,,17.74,
6/17/24 9:57,6/17/24 10:02,0,100,283,1,6/17/24 10:02,R_7QsTyClPxs364IP,anonymous,EN,1,2,2,,,,,61,59,20,8,60,45,1,2,,42,3,,15,,,,17.98,
6/17/24 10:00,6/17/24 10:02,0,100,122,1,6/17/24 10:02,R_7OvEfwONSg1aXDl,anonymous,EN,1,2,2,31,20,29,0,,,,,62,51,1,2,,21,3,,11,,,,8.11,
6/17/24 9:58,6/17/24 10:02,0,100,238,1,6/17/24 10:02,R_7SAJ9cAZv4z9a6F,anonymous,EN,1,2,2,,,,,0,0,0,0,59,24,1,1,,52,4,,12,,,,5.03,
6/17/24 9:46,6/17/24 10:02,0,100,985,1,6/17/24 10:02,R_5YVxStSZc1zYpD8,anonymous,EN,1,2,2,70,70,40,20,,,,,80,80,1,1,,37,3,,12,,,,19.32,
6/17/24 9:54,6/17/24 10:02,0,100,479,1,6/17/24 10:02,R_569E3okcjhyBmgG,anonymous,EN,1,2,2,1,3,1,5,,,,,70,70,1,2,,48,5,,10,,,,17.84,
6/17/24 9:59,6/17/24 10:02,0,100,194,1,6/17/24 10:02,R_3dgKYFARTwiLXv7,anonymous,EN,1,2,2,67,57,66,41,,,,,70,70,1,2,,38,4,,10,,,,18.6,
6/17/24 9:59,6/17/24 10:02,0,100,175,1,6/17/24 10:02,R_3fIeoRZRxdGoTX5,anonymous,EN,1,2,2,0,0,0,0,,,,,75,50,1,2,,56,3,,10,,,,18.24,
6/17/24 10:00,6/17/24 10:02,0,100,138,1,6/17/24 10:02,R_5RULPEd7BOhkp5B,anonymous,EN,1,2,2,,,,,80,80,60,40,80,10,1,2,,44,4,,13,,,,17.38,
6/17/24 10:00,6/17/24 10:02,0,100,139,1,6/17/24 10:02,R_1eVlxFiGebvGQz0,anonymous,EN,1,2,2,,,,,20,0,20,0,86,29,1,1,,48,3,,14,,,,,
6/17/24 10:00,6/17/24 10:03,0,100,146,1,6/17/24 10:03,R_3TMqZEEbZnputqt,anonymous,EN,1,2,2,,,,,68,89,7,0,73,61,1,1,,63,2,,9,,,,18.57,
6/17/24 10:01,6/17/24 10:03,0,100,107,1,6/17/24 10:03,R_3kReCXc3puP8VWy,anonymous,EN,1,2,2,60,62,37,34,,,,,96,50,1,1,,45,3,,13,,,,11.99,
6/17/24 9:51,6/17/24 10:03,0,100,682,1,6/17/24 10:03,R_81u6nEMgTenLHar,anonymous,EN,1,2,2,,,,,80,80,80,50,100,60,1,1,,53,5,,11,,,,18.7,
6/17/24 9:59,6/17/24 10:03,0,100,231,1,6/17/24 10:03,R_3pKpVZYC28Q27W1,anonymous,EN,1,2,2,,,,,30,20,5,0,40,0,1,2,,71,3,,15,,,,19.26,
6/17/24 10:00,6/17/24 10:03,0,100,161,1,6/17/24 10:03,R_52Ysn5aNCDiWqxI,anonymous,EN,1,2,2,,,,,74,65,77,25,67,34,1,1,,60,1,,14,,,,17.23,
6/17/24 10:00,6/17/24 10:03,0,100,179,1,6/17/24 10:03,R_5Ckh6inhjNOI4IU,anonymous,EN,1,2,2,,,,,2,16,21,0,16,15,1,1,,57,1,,13,,,,18.69,
6/17/24 10:00,6/17/24 10:04,0,100,226,1,6/17/24 10:04,R_1jesc5foWZzLVpS,anonymous,EN,1,2,2,70,70,60,30,,,,,30,35,1,1,,57,4,,9,,,,17.91,
6/17/24 10:02,6/17/24 10:04,0,100,127,1,6/17/24 10:04,R_1LcEKd05KxM6Tsh,anonymous,EN,1,2,2,,,,,75,71,22,1,57,8,1,2,,22,4,,11,,,,18.1,
6/17/24 9:59,6/17/24 10:04,0,100,278,1,6/17/24 10:04,R_1frcUGdoc1ncIJb,anonymous,EN,1,2,2,100,100,100,1,,,,,70,29,1,1,,67,5,,10,,,,18.54,
6/17/24 10:02,6/17/24 10:04,0,100,109,1,6/17/24 10:04,R_5kdFcnCIJoE0Cfx,anonymous,EN,1,2,2,50,50,26,10,,,,,71,70,1,2,,65,4,,11,,,,17.72,
6/17/24 10:02,6/17/24 10:04,0,100,122,1,6/17/24 10:04,R_6fqW74tSzX3p1zD,anonymous,EN,1,2,2,,,,,50,16,17,0,95,94,1,1,,62,7,,12,,,,8.76,
6/17/24 10:02,6/17/24 10:04,0,100,140,1,6/17/24 10:04,R_1E2rBmb25eWOmQh,anonymous,EN,1,2,2,44,30,50,0,,,,,40,10,1,2,,23,5,,13,,,,16.62,
6/17/24 10:01,6/17/24 10:04,0,100,201,1,6/17/24 10:04,R_114es0ne4H6ZbOl,anonymous,EN,1,2,1,53,53,38,0,,,,,84,19,1,1,,66,5,,10,,,,17.99,
6/17/24 10:02,6/17/24 10:04,0,100,129,1,6/17/24 10:04,R_1n3MfYH1lmgKBge,anonymous,EN,1,2,2,,,,,60,40,30,10,70,60,1,2,,21,3,,12,,,,17.09,
6/17/24 10:01,6/17/24 10:05,0,100,219,1,6/17/24 10:05,R_1QEn8UxJJkruBdL,anonymous,EN,1,2,2,,,,,20,60,40,0,60,0,1,2,,56,4,,11,,,,18.64,
6/17/24 10:01,6/17/24 10:05,0,100,206,1,6/17/24 10:05,R_3VIOt4lHVlirBmt,anonymous,EN,1,2,2,70,85,60,0,,,,,60,50,1,1,,69,3,,10,,,,18.51,
6/17/24 10:03,6/17/24 10:05,0,100,124,1,6/17/24 10:05,R_61u5bbW98v2u8w8,anonymous,EN,1,2,2,,,,,12,8,19,0,40,15,1,1,,33,1,,14,,,,3.92,
6/17/24 9:51,6/17/24 10:05,0,100,825,1,6/17/24 10:05,R_5WJv4n1PwxOZytm,anonymous,EN,1,2,2,70,70,70,5,,,,,76,60,1,1,,48,4,,12,,,,18.32,
6/17/24 9:58,6/17/24 10:05,0,100,448,1,6/17/24 10:05,R_3mkI0wqvzAqHMsM,anonymous,EN,1,2,1,35,29,70,34,,,,,71,30,1,2,,66,3,,11,,,,16.65,
6/17/24 10:01,6/17/24 10:05,0,100,259,1,6/17/24 10:05,R_6qqU15J4zF7Mrvj,anonymous,EN,1,2,2,8,23,4,0,,,,,57,25,2,2,,37,3,,13,,,,10.53,
6/17/24 10:02,6/17/24 10:05,0,100,210,1,6/17/24 10:05,R_74iamXToNdHL5rF,anonymous,EN,1,2,2,84,84,82,33,,,,,76,25,1,1,,51,7,,11,,,,17.5,
6/17/24 10:01,6/17/24 10:05,0,100,257,1,6/17/24 10:05,R_1egZTzaHDooGYrN,anonymous,EN,1,2,2,,,,,100,50,0,0,70,0,1,2,,69,3,,12,,,,18.34,
6/17/24 10:03,6/17/24 10:06,0,100,168,1,6/17/24 10:06,R_6U9WNBZTtg2WCAN,anonymous,EN,1,2,2,20,0,0,0,,,,,60,60,1,2,,70,4,,10,,,,,
6/17/24 10:04,6/17/24 10:06,0,100,107,1,6/17/24 10:06,R_5h0lj8Q5eZV5dAJ,anonymous,EN,1,2,2,,,,,39,53,20,45,54,50,1,1,,53,4,,12,,,,10.57,
6/17/24 10:04,6/17/24 10:07,0,100,157,1,6/17/24 10:07,R_62Rd5m6RSJUosHg,anonymous,EN,1,2,2,59,83,57,61,,,,,75,68,1,1,,46,4,,12,,,,17.13,
6/17/24 10:03,6/17/24 10:07,0,100,228,1,6/17/24 10:07,R_5dLAHtquGW8ei66,anonymous,EN,1,2,2,,,,,60,50,25,0,85,20,1,1,,58,3,,14,,,,17.99,
6/17/24 10:04,6/17/24 10:07,0,100,142,1,6/17/24 10:07,R_1YTGzkxLC8asG0F,anonymous,EN,1,2,2,55,60,54,36,,,,,38,41,1,1,,75,5,,11,,,,19.32,
6/17/24 10:04,6/17/24 10:07,0,100,191,1,6/17/24 10:07,R_1Od1JZNGckGFdap,anonymous,EN,1,2,2,,,,,77,58,23,4,77,93,1,1,,48,4,,11,,,,7.28,
6/17/24 10:04,6/17/24 10:07,0,100,176,1,6/17/24 10:07,R_7gfaAUPqXU2H3oJ,anonymous,EN,1,2,2,81,84,51,20,,,,,80,64,1,2,,24,4,,11,,,,,
6/17/24 10:04,6/17/24 10:07,0,100,167,1,6/17/24 10:07,R_7Ol75iipT6IviGk,anonymous,EN,1,2,2,,,,,0,0,0,0,80,50,1,2,,58,4,,11,,,,17.79,
6/17/24 10:04,6/17/24 10:07,0,100,175,1,6/17/24 10:07,R_1i4duq2WeCikcxz,anonymous,EN,1,2,2,82,81,75,20,,,,,61,16,1,2,,62,3,,13,,,,19.06,
6/17/24 10:03,6/17/24 10:08,0,100,250,1,6/17/24 10:08,R_3qU2D7hnY5i5RSW,anonymous,EN,1,2,2,40,40,25,5,,,,,100,50,1,2,,58,3,,14,,,,10.64,
